code,label_en,datatype,mandatory
E2-4_14,Percentage of total emissions of pollutants to soil occurring in areas of high-water stress,percent,true
E2-4_15,Disclosure of reasons for choosing inferior methodology to quantify emissions,narrative,false
E2-4_16,Disclosure of list of installations operated that fall under IED and EU BAT Conclusions,narrative,false
E2-4_17,Disclosure of list of any non-compliance incidents or enforcement actions necessary to ensure compliance in case of breaches of permit conditions,narrative,false
E2-4_18,Disclosure of actual performance and comparison of environmental performance against emission levels associated with best available techniques (BAT-AEL) as described in EU-BAT conclusions,narrative,false
E2-4_19,Disclosure of actual performance against environmental performance levels associated with best available techniques (BAT-AEPLs) applicable to sector and installation,narrative,false
E2-4_20,Disclosure of list of any compliance schedules or derogations granted by competent authorities according to Article 15(4) IED that are associated with implementation of BAT-AELs,narrative,false
E2-5_01,"Total amount of substances of concern that are generated or used during production or that are procured, breakdown by main hazard classes of substances of concern",table,true
E2-5_02,Total amount of substances of concern that are generated or used during production or that are procured,table,true
E2-5_03,"Total amount of substances of concern that leave facilities as emissions, as products, or as part of products or services",table,true
E2-5_04,Amount of substances of concern that leave facilities as emissions by main hazard classes of substances of concern,table,true
E2-5_05,Amount of substances of concern that leave facilities as products by main hazard classes of substances of concern,table,true
E2-5_06,Amount of substances of concern that leave facilities as part of products by main hazard classes of substances of concern,table,true
E2-5_07,Amount of substances of concern that leave facilities as services by main hazard classes of substances of concern,table,true
E2-5_08,Total amount of substances of very high concern that are generated or used during production or that are procured by main hazard classes of substances of concern,table,true
E2-5_09,"Total amount of substances of very high concern that leave facilities as emissions, as products, or as part of products or services by main hazard classes of substances of concern",table,true
E2-5_10,Amount of substances of very high concern that leave facilities as emissions by main hazard classes of substances of concern,table,true
E2-5_11,Amount of substances of very high concern that leave facilities as products by main hazard classes of substances of concern,table,true
E2-5_12,Amount of substances of very high concern that leave facilities as part of products by main hazard classes of substances of concern,table,true
E2-5_13,Amount of substances of very high concern that leave facilities as services by main hazard classes of substances of concern,table,true
E2-6_01,Disclosure of quantitative information about anticipated financial effects of material risks and opportunities arising from pollution-related impacts,monetary,true
E2-6_02,Percentage of net revenue made with products and services that are or that contain substances of concern,percent,true
E2-6_03,Percentage of net revenue made with products and services that are or that contain substances of very high concern,percent,true
E2-6_04,Operating expenditures (OpEx) in conjunction with major incidents and deposits (pollution),monetary,true
E2-6_05,Capital expenditures (CapEx) in conjunction with major incidents and deposits (pollution),monetary,true
E2-6_06,Provisions for environmental protection and remediation costs (pollution),monetary,true
E2-6_07,Disclosure of qualitative information about anticipated financial effects of material risks and opportunities arising from pollution-related impacts,narrative,true
E2-6_08,"Description of effects considered, related impacts and time horizons in which they are likely to materialise (pollution)",narrative,true
E2-6_09,"Disclosure of critical assumptions used to quantify anticipated financial effects, sources and level of uncertainty of assumptions (pollution)",narrative,true
E2-6_10,"Description of material incidents and deposits whereby pollution had negative impacts on environment and (or) is expected to have negative effects on financial cash flows, financial position and financial performance",narrative,true
E2-6_11,"Disclosure of assessment of related products and services at risk and explanation how time horizon is defined, financial amounts are estimated, and which critical assumptions are made (pollution)",narrative,true
E2-IRO-1_01,"Information about the process to identify actual and potential pollution-related impacts, risks and opportuntities",narrative,true
E2-IRO-1_02,Disclosure of whether and how consultations have been conducted (pollution),narrative,true
E2-IRO-1_03,Disclosure of results of materiality assessment (pollution),narrative,true
E2-MDR-A_01-12,Actions and resources in relation to pollution [see ESRS 2 MDR-A],narrative,true
E2-MDR-A_13-14,Disclosures to be reported if the undertaking has not adopted actions,narrative,true
E2-MDR-P_01-06,"Policies to manage its material impacts, risks and opportunities related to pollution [see ESRS 2 MDR-P]",narrative,true
E2-MDR-P_07-08,Disclosures to be reported in case the undertaking has not adopted policies,narrative,true
E2-MDR-T_01-13,Tracking effectiveness of policies and actions through targets [see ESRS 2 MDR-T ],narrative,true
E2-MDR-T_14-19,Disclosures to be reported if the undertaking has not adopted targets,narrative,true
E3-1_01,Disclosure of whether and how policy adresses water management,narrative,true
E3-1_02,Disclosure of whether and how policy adresses the use and sourcing of water and marine resources in own operations,narrative,true
E3-1_03,Disclosure of whether and  how policy adresses water treatment,narrative,true
E3-1_04,Disclosure of whether and how policy adresses prevention and abatment of water pollution,narrative,true
E3-1_05,Disclosure of whether and how policy adresses product and service design in view of addressing water-related issues and preservation of marine resources,narrative,true
E3-1_06,Disclosure of whether and how policy adresses commitment to reduce material water consumption in areas at water risk,narrative,true
E3-1_07,Disclosure of reasons for not having adopted policies in areas of high-water stress,narrative,false
E3-1_08,Disclosure of timeframe in which policies in areas of high-water stress will be adopted,narrative,false
E3-1_09,Policies or practices related to sustainable oceans and seas have been adopted,narrative,true
E3-1_10,"The policly contributes to good ecological and chemical quality of surface water bodies and good chemical quality and quantity of groundwater bodies, in order to protect human health, water supply, natural ecosystems and biodiversity, the good environmental status of marine waters and the protection of the resource base upon which marine related activities depend;",narrative,true
E3-1_11,The policy minimise material impacts and risks and implement mitigation measures that aim to maintain the value and functionality of priority services and to increase resource efficiency on own operations,narrative,true
E3-1_12,The policy avoid impacts on affected communities.,narrative,true
E3-2_01,Layer in mitigation hierarchy to which action and resources can be allocated to (water and marine resources),narrative,true
E3-2_02,Information about specific collective action for water and marine resources,narrative,true
E3-2_03,Disclosure of actions and resources  in relation to areas at water risk,narrative,true
E3-3_01,"Disclosure of whether and  how target relates to management of material impacts, risks and opportunities related to areas at water risk",narrative,true
E3-3_02,"Disclosure of whether and  how target relates to responsible management of marine resources impacts, risks and opportunities",narrative,true
E3-3_03,Disclosure of whether and how target relates to reduction of water consumption,narrative,true
E3-3_04,(Local) ecological threshold and entity-specific allocation were taken into consideration when setting water and marine resources target,narrative,true
E3-3_05,Disclosure of ecological threshold identified and methodology used to identify ecological threshold (water and marine resources),narrative,true
E3-3_06,Disclosure of how ecological entity-specific threshold was determined (water and marine resources),narrative,true
E3-3_07,Disclosure of how responsibility for respecting identified ecological threshold is allocated (water and marine resources),narrative,true
E3-3_08,Adopted and presented water and marine resources-related target is mandatory (based on legislation),narrative,true
E3-3_09,Target relates to reduction of water withdrawals,narrative,true
E3-3_10,Target relates to reduction of water discharges,narrative,true
E3-4_01,Total water consumption,narrative,true
E3-4_02,"Total water consumption in areas at water risk, including areas of high-water stress",narrative,true
E3-4_03,Total water recycled and reused,narrative,true
E3-4_04,Total water stored,narrative,true
E3-4_05,Changes in water storage,narrative,true
E3-4_06,Disclosure of contextual information regarding warter consumption,narrative,true
E3-4_07,"Share of the measure obtained from direct measurement, from sampling and extrapolation, or from best estimates",percent,true
E3-4_08,Water intensity ratio,narrative,true
E3-4_09,Water consumption - sectors/SEGMENTS [table],table,true
E3-4_10,Additional water intensity ratio,percent,true
E3-4_11,Total water withdrawals,narrative,true
E3-4_12,Total water discharges,narrative,true
E3-5_01,Disclosure of quantitative information about anticipated financial effects of material risks and opportunities arising from water and marine resources-related impacts,monetary,true
E3-5_02,Disclosure of qualitative information of anticipated financial effects of material risks and opportunities arising from water and marine resources-related impacts,narrative,true
E3-5_03,Description of effects considered and related impacts (water and marine resources),narrative,true
E3-5_04,Disclosure of critical assumptions used in estimates of financial effects of material risks and opportunities arising from water and marine resources-related impacts,narrative,true
E3-5_05,Description of related products and services at risk (water and marine resources),narrative,true
E3-5_06,"Explanation of how time horizons are defined, financial amounts are estimated and critical assumptions made (water and marine resources)",narrative,true
E3-IRO-1_01,"Disclosure of whether and how assets and activities have been screened in order to identify actual and potential water and marine resources-related impacts, risks and opportunities in own operations and upstream and downstream value chain and methodologies, assumptions and tools used in screening [text block]",narrative,true
E3-IRO-1_02,Disclosure of how consultations have been conducted (water and marine resources) [text block],narrative,true
E3-MDR-A_01-12,Actions and resources in relation to water and marine resources [see ESRS 2 MDR-A],narrative,true
E3-MDR-A_13-14,Disclosures to be reported if the undertaking has not adopted actions,narrative,true
E3-MDR-P_01-06,"Policies to manage its material impacts, risks and opportunities related to water and marine resources [see ESRS 2 MDR-P]",narrative,true
E3-MDR-P_07-08,Disclosures to be reported in case the undertaking has not adopted policies,narrative,true
E3-MDR-T_01-13,Tracking effectiveness of policies and actions through targets [see ESRS 2 MDR-T ],narrative,true
E3-MDR-T_14-19,Disclosures to be reported if the undertaking has not adopted targets,narrative,true
E4-1_01,"Disclosure of resilience of current business model(s) and strategy to biodiversity and ecosystems-related physical, transition and systemic risks and opportunities",narrative,true
E4-1_02,Disclosure of scope of resilience analysis along own operations and related upstream and downstream value chain,narrative,true
E4-1_03,Disclosure of key assumptions made (biodiversity and ecosystems),narrative,true
E4-1_04,Disclosure of time horizons used for analysis (biodiversity and ecosystems),narrative,true
E4-1_05,Disclosure of results of resilience analysis (biodiversity and ecosystems),narrative,true
E4-1_06,Disclosure of involvement of stakeholders (biodiversity and ecosystems),narrative,true
E4-1_07,Disclosure of transition plan to improve and achieve alignment of its business model and strategy,narrative,true
E4-1_08,"Explanation of how strategy and business model will be adjusted to improve and, ultimately, achieve alignment with relevant local, national and global public policy goals",narrative,true
E4-1_09,Include information about  its own operations and  explain how it is responding to material impacts in its related value chain,narrative,true
E4-1_10,Explanation of how b strategy interacts with  transition plan,narrative,true
E4-1_11,Disclosure of contribution to impact drivers and possible mitigation actions following mitigation hierarchy and main path-dependencies and locked-in assets and resources that are associated with biodiversity and ecosystems change,narrative,true
E4-1_12,Explanation and quantification of investments and funding supporting the implementation of its transition plan,narrative,true
E4-1_13,"Disclosure of objectives or plans for aligning economic activities (revenues, CapEx)",narrative,true
E4-1_14,Biodiversity offsets are part of transition plan,narrative,true
E4-1_15,Information about how process of implementing and updating transition plan is managed,narrative,true
E4-1_16,Indication of metrics and related tools used to measure progress that are integrated in measurement approach (biodiversity and ecosystems),narrative,true
E4-1_17,"Administrative, management and supervisory bodies have approved transition plan",narrative,true
E4-1_18,Indication of current challenges and limitations to draft plan in relation to areas of significant impact and actions company is taking to address them (biodiversity and ecosystems),narrative,true
E4-2_01,Disclosure on whether and how biodiversity and ecosystems-related policies relate to matters reported in E4 AR4,narrative,true
E4-2_02,Explanation of whether and  how biodiversity and ecosystems-related policy relates to material biodiversity and ecosystems-related impacts,narrative,true
E4-2_03,Explanation of whether and  how biodiversity and ecosystems-related policy relates to material dependencies and material physical and transition risks and opportunities,narrative,true
E4-2_04,"Explanation of whether and how biodiversity and ecosystems-related policy supports traceability of products, components and raw materials with significant actual or potential impacts on biodiversity and ecosystems along value chain",narrative,true
E4-2_05,"Explanation of whether and how biodiversity and ecosystems-related policy addresses production, sourcing or consumption from ecosystems that are managed to maintain or enhance conditions for biodiversity",narrative,true
E4-2_06,Explanation of whether and how biodiversity and ecosystems-related policy addresses social consequences of biodiversity and ecosystems-related impacts,narrative,true
E4-2_07,"Disclosure of how policy refers to production, sourcing or consumption of raw materials",narrative,true
E4-2_08,Disclosure of how policy refers to policies limiting procurement from suppliers that cannot demonstrate that they are not contributing to significant conversion of protected areas or key biodiversity areas,narrative,true
E4-2_09,Disclosure of how policy refers to recognised standards or third-party certifications overseen by regulators,narrative,true
E4-2_10,"Disclosure of how policy addresses raw materials originating from ecosystems that have been managed to maintain or enhance conditions for biodiversity, as demonstrated by regular monitoring and reporting of biodiversity status and gains or losses",narrative,true
E4-2_11,"Disclosure of how the policy enables to a), b), c) and d)",narrative,true
E4-2_12,Third-party standard of conduct used in policy is objective and achievable based on scientific approach to identifying issues and realistic in assessing how these issues can be addressed under variety of practical circumstances,narrative,true
E4-2_13,Third-party standard of conduct used in policy is developed or maintained through process of ongoing consultation with relevant stakeholders with balanced input from all relevant stakeholder groups with no group holding undue authority or veto power over content,narrative,true
E4-2_14,Third-party standard of conduct used in policy encourages step-wise approach and continuous improvement in standard and its application of better management practices and requires establishment of meaningful targets and specific milestones to indicate progress against principles and criteria over time,narrative,true
E4-2_15,"Third-party standard of conduct used in policy is verifiable through independent certifying or verifying bodies, which have defined and rigorous assessment procedures that avoid conflicts of interest and are compliant with ISO guidance on accreditation and verification procedures or Article 5(2) of Regulation (EC) No 765/2008",narrative,true
E4-2_16,Third-party standard of conduct used in policy conforms to ISEAL Code of Good Practice,narrative,true
E4-2_17,"Biodiversity and ecosystem protection policy covering operational sites owned, leased, managed in or near protected area or biodiversity-sensitive area outside protected areas has been adopted",narrative,true
E4-2_18,Sustainable land or agriculture practices or policies have been adopted,narrative,true
E4-2_19,Sustainable oceans or seas practices or policies have been adopted,narrative,true
E4-2_20,Policies to address deforestation have been adopted,narrative,true
E4-3_01,Disclosure on how the mitigation hierarchy has been applied with regard to biodiversity and ecosystem actions,narrative,true
E4-3_02,Biodiversity offsets were used in action plan,narrative,true
E4-3_03,Disclosure of aim of biodiversity offset and key performance indicators used,narrative,false
E4-3_04,Financing effects (direct and indirect costs) of biodiversity offsets,monetary,false
E4-3_05,Explanation of rekationship of significant Capex and Opex required to impelement actions taken or planned to relevant line items or notes in the financial statements,narrative,false
E4-3_06,Explanation of rekationship of significant Capex and Opex required to impelement actions taken or planned to key  performance indicators required under Commission Delegated Regulation (EU) 2021/2178,narrative,false
E4-3_07,Explanation of rekationship of significant Capex and Opex required to impelement actions taken or planned to Capex plan required under Commission Delegated Regulation (EU) 2021/2178,narrative,false
E4-3_08,Description of biodiversity offsets,narrative,false
E4-3_09,Description of whether and how local and indigenous knowledge and nature-based solutions have been incorporated into biodiversity and ecosystems-related action,narrative,true
E4-3_10,"Disclosure of key stakeholders involved and how they are involved, key stakeholders negatively or positively impacted by action and how they are impacted",narrative,true
E4-3_11,Explanation of need for appropriate consultations and need to respect decisions of affected communities,narrative,false
E4-3_12,Description of whether key action may induce significant negative sustainability impacts (biodiversity and ecosystems),narrative,true
E4-3_13,Explanation of whether the key action is intended to be a one-time initiative or systematic practice,narrative,true
E4-3_14,Key action plan is carried out only by undertaking (individual action) using its resources (biodiversity and ecosystems),narrative,true
E4-3_15,"Key action plan is part of wider action plan (collective action), of which undertaking is member (biodiversity and ecosystems)",narrative,true
E4-3_16,"Additional information about project, its sponsors and other participants (biodiversity and ecosystems)",narrative,true
E4-4_01,Ecological threshold and allocation of impacts to undertaking were applied when setting target (biodiversity and ecosystems),narrative,true
E4-4_02,Disclosure of ecological threshold identified and methodology used to identify threshold (biodiversity and ecosystems),narrative,false
E4-4_03,Disclosure of how entity-specific threshold was determined (biodiversity and ecosystems),narrative,false
E4-4_04,Disclosure of how responsibility for respecting identified ecological threshold is allocated (biodiversity and ecosystems),narrative,false
E4-4_05,Target is informed by relevant aspect of EU Biodiversity Strategy for 2030,narrative,true
E4-4_06,"Disclosure of how the targets relate to the biodiversity and ecosystem impacts, dependencies, risks and opportunities identified in relation to own operations and upstream and downstream value chain",narrative,true
E4-4_07,Disclosure of the geographical scope of the targets,narrative,false
E4-4_08,Biodiversity offsets were used in setting target,narrative,true
E4-4_09,Layer in mitigation hierarchy to which target can be allocated (biodiversity and ecosystems),narrative,true
E4-4_10,The target addresses shortcomings related to the Substantial Contribution criteria,narrative,true
E4-5_01,"Number of sites owned, leased or managed in or near protected areas or key biodiversity areas that undertaking is negatively affecting",narrative,false
E4-5_02,"Area of sites owned, leased or managed in or near protected areas or key biodiversity areas that undertaking is negatively affecting",narrative,false
E4-5_03,Disclosure of land-use based on Life Cycle Assessment,narrative,false
E4-5_04,"Disclosure of metrics considered relevant (land-use change, freshwater-use change and (or) sea-use change)",narrative,false
E4-5_05,Disclosure of conversion over time of land cover,narrative,false
E4-5_06,Disclosure of changes over time in management of ecosystem,narrative,false
E4-5_07,Disclosure of changes in spatial configuration of landscape,narrative,false
E4-5_08,Disclosure of changes in ecosystem structural connectivity,narrative,false
E4-5_09,Disclosure of functional connectivity,narrative,false
E4-5_10,Total use of land area,narrative,false
E4-5_11,Total sealed area,narrative,false
E4-5_12,Nature-oriented area on site,narrative,false
E4-5_13,Nature-oriented area off site,narrative,false
E4-5_14,Disclosure of how pathways of introduction and spread of invasive alien species and risks posed by invasive alien species are managed,narrative,false
E4-5_15,Number of invasive alien species,narrative,false
E4-5_16,Area covered by invasive alien species,narrative,false
E4-5_17,Disclosure of metrics considered relevant (state of species),narrative,false
E4-5_18,Disclosure of paragraph in another environment-related standard in which metric is referred to,narrative,false
E4-5_19,"Disclosure of population size, range within specific ecosystems and extinction risk",narrative,false
E4-5_20,Disclosure of changes in number of individuals of species within specific area,narrative,false
E4-5_21,Information about species at global extinction risk,narrative,false
E4-5_22,Disclosure of threat status of species and how activities or pressures may affect threat status,narrative,false
E4-5_23,Disclosure of change in relevant habitat for threatened species as proxy for impact on local population's extinction risk,narrative,false
E4-5_24,Disclosure of ecosystem area coverage,narrative,false
E4-5_25,Disclosure of quality of ecosystems relative to pre-determined reference state,narrative,false
E4-5_26,Disclosure of multiple species within ecosystem,narrative,false
E4-5_27,Disclosure of structural components of ecosystem condition,narrative,false
E4-6_01,Disclosure of quantitative information about anticipated financial effects of material risks and opportunities arising from biodiversity- and ecosystem-related impacts and dependencies,monetary,true
E4-6_02,Disclosure of qualitative information about anticipated financial effects of material risks and opportunities arising from biodiversity- and ecosystem-related impacts and dependencies,narrative,true
E4-6_03,"Description of effects considered, related impacts and dependencies (biodiversity and ecosystems)",narrative,true
E4-6_04,Disclosure of critical assumptions used in estimates of financial effects of material risks and opportunities arising from biodiversity- and ecosystem-related impacts and dependencies,narrative,true
E4-6_05,"Description of related products and services at risk (biodiversity and ecosystems) over the short-, medium- and long-term",narrative,true
E4-6_06,Explanation of how financial amounts are estimated and critical assumptions made (biodiversity and ecosystems),narrative,true
E4-IRO-1_01,Disclosure of whether and how actual and potential impacts on biodiversity and ecosystems at own site locations and in value chain have been identified and assessed,narrative,true
E4-IRO-1_02,Disclosure of whether and how dependencies on biodiversity and ecosystems and their services have been identified and assessed at own site locations and in value chain,narrative,true
E4-IRO-1_03,Disclosure of whether and how transition and physical risks and opportunities related to biodiversity and ecosystems have been identified and assessed,narrative,true
E4-IRO-1_04,Disclosure of whether and how systemic risks have been considered (biodiversity and ecosystems),narrative,true
E4-IRO-1_05,Disclosure of whether and how consultations with affected communities on sustainability assessments of shared biological resources and ecosystems have been conducted,narrative,true
E4-IRO-1_06,"Disclosure of whether and how specific sites, raw materials production or sourcing with negative or potential negative impacts on affected communities",narrative,true
E4-IRO-1_07,Disclosure of whether and how communities were involved in materiality assessment,narrative,true
E4-IRO-1_08,Disclosure of whether and how negative impacts on priority ecosystem services of relevance to affected communities may be avoided,narrative,true
E4-IRO-1_09,Disclosure of plans to minimise unavoidable negative impacts and implement mitigation measures that aim to maintain value and functionality of priority services,narrative,true
E4-IRO-1_10,"Disclosure of whether and how tthe business model(s) has been verified using range of biodiversity and ecosystems scenarios, or other scenarios with modelling of biodiversity and ecosystems related consequences, with different possible pathways",narrative,true
E4-IRO-1_11,Disclosure of why considered scenarios were taken into consideration,narrative,false
E4-IRO-1_12,Disclosure of how considered scenarios are updated according to evolving conditions and emerging trends,narrative,false
E4-IRO-1_13,Scenarios are informed by expectations in authoritative intergovernmental instruments and by scientific consensus,narrative,false
E4-IRO-1_14,Undertaking has sites located in or near biodiversity-sensitive areas,narrative,true
E4-IRO-1_15,Activities related to sites located in or near biodiversity-sensitive areas negatively affect these areas by leading to deterioration of natural habitats and habitats of species and to disturbance of species for which protected area has been designated,narrative,true
E4-IRO-1_16,It has been concluded that it is necessary to implement biodiversity mitigation measures,narrative,true
E4-MDR-A_01-12,Actions and resources in relation to biodiversity and ecosystems [see ESRS 2 - MDR-A],narrative,true
E4-MDR-A_13-14,Disclosures to be reported if the undertaking has not adopted actions,narrative,true
E4-MDR-P_01-06,"Policies to manage material impacts, risks, dependencies and opportunities related to biodiversity and ecosystems [see ESRS 2 - MDR-P]",narrative,true
E4-MDR-P_07-08,Disclosures to be reported in case the undertaking has not adopted policies,narrative,true
E4-MDR-T_01-13,Tracking effectiveness of policies and actions through targets [see ESRS 2 MDR-T ],narrative,true
E4-MDR-T_14-19,Disclosures to be reported if the undertaking has not adopted targets,narrative,true
E4-SBM-3_01,List of material sites in own operation,narrative,true
E4-SBM-3_02,Disclosure of activities negatively affecting biodiversity sensitive areeas,narrative,true
E4-SBM-3_03,Disclosure of list of material sites in own operations based on results of identification and assessment of actual and potential impacts on biodiversity and ecosystems,narrative,true
E4-SBM-3_04,Disclosure of biodiversity-sensitive areas impacted,narrative,true
E4-SBM-3_05,"Material negative impacts with regards to land degradation, desertification or soil sealing have been identified",narrative,true
E4-SBM-3_06,Own operations affect threatened species,narrative,true
E5-1_01,"Disclosure of whether and how policy addresses transitioning away from use of virgin resources, including relative increases in use of secondary (recycled) resources",narrative,true
E5-1_02,Disclosure of whether and how policy addresses sustainable sourcing and use of renewable resources,narrative,true
E5-1_03,"Description of whether and how policy addresses waste hierarchy (prevention, preparing for re-use, recycling, other recovery, disposal)",narrative,true
E5-1_04,Description of  whether and how policy addresses prioritisation of strategies to avoid or minimise waste over waste treatment strategies,narrative,true
E5-2_01,Description of higher levels of resource efficiency in use of technical and biological materials and water,narrative,true
E5-2_02,Description of higher rates of use of secondary raw materials,narrative,true
E5-2_03,Description of application of circular design,narrative,true
E5-2_04,Description of application of circular business practices,narrative,true
E5-2_05,Description of actions taken to prevent waste generation in the undertaking's upstream and downstram value chain,narrative,true
E5-2_06,Description of Optimistation of waste management,narrative,true
E5-2_07,Information about collective action on development of collaborations or initiatives increasing circularity of products and materials,narrative,true
E5-2_08,Description of contribution to circular economy,narrative,true
E5-2_09,Description of other stakeholders involved in collective action (resource use and circular economy),narrative,true
E5-2_10,Description of organisation of project (resource use and circular economy),narrative,true
E5-3_01,Disclosure of how target relates to resources (resource use and circular economy),narrative,true
E5-3_02,Disclosure of how target relates to increase of circular design,narrative,true
E5-3_03,Disclosure of how target relates to increase of circular material use rate,narrative,true
E5-3_04,Disclosure of how target relates to minimisation of primary raw material,narrative,true
E5-3_05,Disclosure of how target relates to reversal of depletion of stock of renewable resources,narrative,true
E5-3_06,Target relates to waste management,narrative,true
E5-3_07,Disclosure of how target relates to waste management,narrative,true
E5-3_08,Disclosure of how target relates to other matters related to resource use or circular economy,narrative,true
E5-3_09,Layer in waste hierarchy to which target relates,narrative,true
E5-3_10,Disclosure of ecological threshold identified and methodology used to identify ecological threshold (resource use and circular economy),narrative,true
E5-3_11,Disclosure of how ecological entity-specific threshold was determined (resource use and circular economy),narrative,true
E5-3_12,Disclosure of how responsibility for respecting identified ecological threshold is allocated (resource use and circular economy),narrative,true
E5-3_13,The targets being  set and presented are mandatory (required by legislation),narrative,true
E5-4_01,Disclosure of information on material resource inflows,narrative,true
E5-4_02,Overall total weight of products and technical and biological materials used during the reporting period,narrative,true
E5-4_03,Percentage of biological materials (and biofuels used for non-energy purposes),percent,true
E5-4_04,"The absolute weight of secondary reused or recycled components, secondary intermediary products and secondary materials used to manufacture the undertaking’s products and services (including packaging)",narrative,true
E5-4_05,"Percentage of secondary reused or recycled components, secondary intermediary products and secondary materials",percent,true
E5-4_06,Description of methodologies used to calculate data and key assumptions used,narrative,true
E5-4_07,Description of materials that are sourced from by-products or waste stream,narrative,true
E5-4_08,Description of how double counting was avoided and of choices made,narrative,false
E5-5_01,Description of the key products and materials that come out of the undertaking’s production process,narrative,true
E5-5_02,"Disclosure of the expected durability of the products placed on the market, in relation to the industry average for each product group",percent,true
E5-5_03,Disclosure of the reparability of products,narrative,true
E5-5_04,The rates of recyclable content in products,percent,true
E5-5_05,The rates of recyclable content in products packaging,percent,true
E5-5_06,Description of methodologies used to calculate data (resource outflows),narrative,true
E5-5_07,Total Waste generated,narrative,true
E5-5_08,"Waste diverted from disposal, breakdown by hazardous and non-hazardous waste and treatment type",table,true
E5-5_09,"Waste directed to disposal, breakdown by hazardous and non-hazardous waste and treatment type",table,true
E5-5_10,Non-recycled waste,narrative,true
E5-5_11,Percentage of non-recycled waste,percent,true
E5-5_12,Disclosure of composition of waste,narrative,true
E5-5_13,Disclosure of waste streams relevant to undertaking's sector or activities,narrative,true
E5-5_14,Disclosure of materials that are present in waste,narrative,true
E5-5_15,Total amount of hazardous waste,narrative,true
E5-5_16,Total amount of radioactive waste,narrative,true
E5-5_17,Description of methodologies used to calculate data (waste generated),narrative,true
E5-5_18,Disclosure of its engagement in product end-of-life waste management,narrative,true
E5-6_01,Disclosure of quantitative information about anticipated financial effects of material risks and opportunities arising from resource use and circular economy-related impacts,monetary,true
E5-6_02,Disclosure of qualitative information of anticipated financial effects of material risks and opportunities arising from resource use and circular economy-related impacts,narrative,true
E5-6_03,Description of effects considered and related impacts (resource use and circular economy),narrative,true
E5-6_04,Disclosure of critical assumptions used in estimates of financial effects of material risks and opportunities arising from resource use and circular economy-related impacts,narrative,true
E5-6_05,Description of related products and services at risk (resource use and circular economy),narrative,true
E5-6_06,"Explanation of how time horizons are defined, financial amounts are estimated and of critical assumptions made (resource use and circular economy)",narrative,true
E5-IRO-1_01,"Disclosure of whether the undertaking has screened its assets and activities in order to identify actual and potential impacts, risks and opportunities in own operations and upstream and downstream value chain, and if so, methodologies, assumptions and tools used",narrative,true
E5-IRO-1_02,Disclosure of whether and how the undertaking has conducted consultations (resource and circular economy),narrative,true
E5-MDR-A_01-12,Actions and resources in relation to resource use and circular economy [see ESRS 2 MDR-A],narrative,true
E5-MDR-A_13-14,Disclosures to be reported if the undertaking has not adopted actions,narrative,true
E5-MDR-P_01-06,"Policies to manage its material impacts, risks and opportunities related to resource use and circular economy [see ESRS 2 MDR-P]",narrative,true
E5-MDR-P_07-08,Disclosures to be reported in case the undertaking has not adopted policies,narrative,true
E5-MDR-T_01-13,Tracking effectiveness of policies and actions through targets [see ESRS 2 MDR-T ],narrative,true
E5-MDR-T_14-19,Disclosures to be reported if the undertaking has not adopted targets,narrative,true
G1-1_01,"Description of how the undertaking establishes, develops, promotes and evaluates its corporate culture",narrative,true
G1-1_02,"Description of the mechanisms for identifying, reporting and investigating concerns about unlawful behaviour or behaviour in contradiction of its code of conduct or similar internal rules",narrative,true
G1-1_03,No policies on anti-corruption or anti-bribery consistent with United Nations Convention against Corruption are in place,narrative,true
G1-1_04,Timetable for implementation of policies on anti-corruption or anti-bribery consistent with United Nations Convention against Corruption,narrative,false
G1-1_05,Disclosure of safeguards for reporting irregularities including whistleblowing protection,narrative,true
G1-1_06,No policies on protection of whistle-blowers are in place,narrative,true
G1-1_07,Timetable for implementation of policies on protection of whistle-blowers,narrative,false
G1-1_08,"Undertaking is committed to investigate business conduct incidents promptly, independently and objectively",narrative,true
G1-1_09,Policies with respect to animal welfare are in place,narrative,false
G1-1_10,Information about policy for training within organisation on business conduct,narrative,true
G1-1_11,Disclosure of the functions that are most at risk in respect of corruption and bribery,narrative,true
G1-1_12,Entity is subject to legal requirements with regard to protection of whistleblowers,narrative,false
G1-2_01,"Description of policy to prevent late payments, especially to SMEs",narrative,true
G1-2_02,"Description of approaches in regard to relationships with suppliers, taking account risks related to supply chain and impacts on sustainability matters",narrative,true
G1-2_03,Disclosure of whether and how social and environmental criteria are taken into account for selection of supply-side contractual partners,narrative,true
G1-3_01,"Information about procedures in place to prevent, detect, and address allegations or incidents of corruption or bribery",narrative,true
G1-3_02,Investigators or investigating committee are separate from chain of management involved in prevention and detection of corruption or bribery,narrative,true
G1-3_03,"Information about process to report outcomes to administrative, management and supervisory bodies",narrative,false
G1-3_04,"Disclosure of plans to adopt procedures to prevent, detect, and address allegations or incidents of corruption or bribery in case of no procedure",narrative,false
G1-3_05,Information about how policies are communicated to those for whom they are relevant (prevention and detection of corruption or bribery),narrative,true
G1-3_06,"Information about nature, scope and depth of anti-corruption or anti-bribery training programmes offered or required",narrative,true
G1-3_07,Percentage of functions-at-risk covered by training programmes,percent,true
G1-3_08,"Information about members of administrative, supervisory and management bodies relating to anti-corruption or anti-bribery training",narrative,true
G1-3_09,"Disclosure of an analysis of its training activities by, for example, region of training or category",narrative,true
